costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,fyrc,sic,ebitda,revt
A,USD,STD,INDL,C,003806,2023-12-31,DAWSON GEOPHYSICAL CO,DWSN,12,1382,-2.6280,96.8460
A,USD,STD,INDL,C,003813,2023-01-31,TARGET CORP,TGT,1,5331,6548.0000,109120.0000
A,USD,STD,INDL,C,003814,2023-12-31,DPL INC,AES5,12,4911,181.2000,861.0000
A,USD,STD,INDL,C,003835,2023-10-31,DEERE & CO,DE,10,3523,17381.0000,61251.0000
A,USD,STD,INDL,C,003836,2023-10-31,DEERE (JOHN) CAPITAL CORP,DE1,10,6153,3264.9000,3975.5000
A,USD,STD,INDL,C,003842,2023-12-31,DVL INC,DVLN,12,6799,0.3380,5.8480
A,USD,STD,INDL,C,003851,2023-12-31,DELTA AIR LINES INC,DAL,12,4512,8726.0000,58048.0000
A,USD,STD,INDL,C,003863,2023-12-31,DELUXE CORP,DLX,12,2780,388.5480,2192.2600
A,USD,STD,INDL,C,003897,2023-12-31,DTE ENERGY CO,DTE,12,4931,3849.0000,12745.0000
A,USD,STD,INDL,C,003905,2023-06-30,ADTALEM GLOBAL EDUCATION INC,ATGE,6,8200,329.1450,1450.8260
A,USD,STD,INDL,C,003908,2023-06-30,DEWEY ELECTRONICS CORP,DEWY,6,3621,0.4130,5.9330
A,USD,STD,INDL,C,003937,2023-03-31,PYXUS INTERNATIONAL INC,PYYX,3,5190,128.5890,1914.8810
A,USD,STD,INDL,C,003946,2023-12-31,DIEBOLD NIXDORF INC,DBD,12,3578,360.5000,3752.0000
A,USD,STD,INDL,C,003962,2023-12-31,NORTECH SYSTEMS INC,NSYS,12,3679,8.0030,139.3320
A,USD,STD,INDL,C,003964,2023-01-31,DILLARDS INC  -CL A,DDS,1,5311,1315.1310,6996.2150
A,USD,STD,INDL,C,003969,2023-12-31,DIODES INC,DIOD,12,3674,390.2110,1661.7390
A,USD,STD,INDL,C,003980,2023-09-30,DISNEY (WALT) CO,DIS,9,4888,14361.0000,88898.0000
A,USD,STD,INDL,C,004001,2023-12-31,DIXIE GROUP INC,DXYN,12,2273,6.8650,276.3430
A,USD,STD,INDL,C,004016,2023-01-31,DOLLAR GENERAL CORP,DG,1,5331,4046.1020,37844.8630
A,CAD,STD,INDL,C,004019,2023-12-31,WESTERN FOREST PRODUCTS INC,WFSTF,12,2421,-29.7000,1017.5000
A,USD,STD,INDL,C,004029,2023-12-31,DOMINION ENERGY INC,D,12,4911,6021.0000,14393.0000
A,USD,STD,INDL,C,004036,2023-07-31,DONALDSON CO INC,DCI,7,3714,594.3000,3430.8000
A,USD,STD,INDL,C,004045,2023-12-31,DORCHESTER MINERALS  -LP,DMLP,12,6792,141.6240,163.7990
A,USD,STD,INDL,C,004058,2023-12-31,DOVER CORP,DOV,12,3559,1734.2410,8438.1340
A,USD,STD,INDL,C,004060,2023-12-31,DUPONT DE NEMOURS INC,DD,12,2820,2864.0000,12068.0000
A,USD,STD,INDL,C,004066,2023-12-31,OMNICOM GROUP INC,OMC,12,7311,2443.0000,14692.2000
A,USD,STD,INDL,C,004091,2023-12-31,DUCOMMUN INC,DCO,12,3728,82.5030,756.9920
A,USD,STD,INDL,C,004093,2023-12-31,DUKE ENERGY CORP,DUK,12,4931,12447.0000,29060.0000
A,USD,STD,INDL,C,004094,2023-12-31,DUN & BRADSTREET HOLDNGS INC,DNB,12,7323,740.3000,2314.0000
A,USD,STD,INDL,C,004108,2023-12-31,FLOWSERVE CORP,FLS,12,3561,478.3850,4320.5770
A,USD,STD,INDL,C,004115,2023-01-31,DYCOM INDUSTRIES INC,DY,1,1623,354.7200,3808.4620
A,USD,STD,INDL,C,004124,2023-06-30,DYNATRONICS CORP,DYNT,6,3845,-3.5030,40.6090
A,USD,STD,INDL,C,004145,2023-12-31,REVVITY INC,RVTY,12,3826,832.6470,2750.5710
A,USD,STD,INDL,C,004186,2023-12-31,EASTERN CO,EML,12,3420,24.4490,273.4550
A,USD,STD,FS,C,004193,2023-12-31,EASTGROUP PROPERTIES,EGP,12,6798,,603.0390
A,USD,STD,INDL,C,004193,2023-12-31,EASTGROUP PROPERTIES,EGP,12,6798,,567.2830
A,USD,STD,INDL,C,004194,2023-12-31,EASTMAN KODAK CO,KODK,12,3861,35.0000,1117.0000
A,USD,STD,INDL,C,004199,2023-12-31,EATON CORP PLC,ETN,12,3620,4764.0000,23196.0000
A,USD,STD,INDL,C,004213,2023-12-31,ECOLAB INC,ECL,12,2842,3049.8000,15320.2000
A,USD,STD,INDL,C,004225,2023-02-28,EDUCATIONAL DEVELOPMENT CORP,EDUC,2,5190,-0.1030,87.8290
A,USD,STD,INDL,C,004275,2023-12-31,ELECTRO-SENSORS INC,ELSE,12,3823,0.1080,8.5550
A,USD,STD,INDL,C,004292,2023-12-31,ELECTR TELE-COMMUNCTN,ETCIA,12,3661,0.0320,0.3010
A,USD,STD,INDL,C,004321,2023-09-30,EMERSON ELECTRIC CO,EMR,9,3823,3815.0000,15165.0000
A,USD,STD,INDL,C,004322,2023-03-31,EMERSON RADIO CORP,MSN,3,3651,-2.0950,7.1770
A,USD,STD,INDL,C,004367,2023-12-31,WEATHERFORD INTL PLC,WFRD,12,1381,1151.0000,5135.0000
A,USD,STD,INDL,C,004383,2023-09-30,ATMOS ENERGY CORP,ATO,9,4924,1671.4740,4275.3570
A,USD,STD,INDL,C,004384,2023-12-31,MARA HOLDINGS INC,MARA,12,7370,68.9400,387.5080
A,USD,STD,INDL,C,004390,2023-02-28,ENNIS INC,EBF,2,2761,77.6130,431.8370
A,USD,STD,INDL,C,004409,2023-12-31,ENZON PHARMACEUTICALS INC,ENZN,12,2836,-1.0440,0.0000
A,USD,STD,INDL,C,004412,2023-12-31,VISKASE COMPANIES INC,VKSC,12,3089,64.9440,445.9840
A,USD,STD,INDL,C,004415,2023-02-28,ENVIRONMENTAL TECTONICS CORP,ETCC,2,3728,-1.8130,26.3450
A,USD,STD,INDL,C,004418,2023-07-31,ENZO BIOCHEM INC,ENZB,7,3826,-14.8880,31.0610
A,USD,STD,INDL,C,004423,2023-12-31,EQUIFAX INC,EFX,12,7323,1598.8000,5265.2000
A,USD,STD,INDL,C,004430,2023-12-31,EQT CORP,EQT,12,1311,4046.5530,6908.9230
A,USD,STD,INDL,C,004439,2023-12-31,TELEFONAKTIEBOLAGET LM ERICS,ERIC,12,3663,2896.5730,26187.4890
A,USD,STD,INDL,C,004448,2023-12-31,ESCALADE INC,ESCA,12,3949,23.4820,263.5660
A,USD,STD,INDL,C,004450,2023-06-30,ESPEY MFG & ELECTRONICS CORP,ESP,6,3679,4.7840,35.5920
A,USD,STD,INDL,C,004462,2023-12-31,NEWMARKET CORP,NEU,12,2860,540.5510,2698.4190
A,USD,STD,FS,C,004485,2023-12-31,KINGSTONE COS INC,KINS,12,6331,,144.4980
A,USD,STD,INDL,C,004485,2023-12-31,KINGSTONE COS INC,KINS,12,6331,-0.3890,144.1910
A,USD,STD,INDL,C,004494,2023-12-31,EXPEDITORS INTL WASH INC,EXPD,12,4731,1007.6930,9300.1100
A,USD,STD,INDL,C,004497,2023-12-31,DMC GLOBAL INC,BOOM,12,3533,108.8330,719.1880
A,USD,STD,INDL,C,004498,2023-09-30,INSTEEL INDUSTRIES,IIIN,9,3310,48.0170,649.1880
A,USD,STD,INDL,C,004503,2023-12-31,EXXON MOBIL CORP,XOM,12,2911,64402.0000,334697.0000
A,USD,STD,INDL,C,004510,2023-12-31,FMC CORP,FMC,12,2870,931.5000,4486.8000
A,USD,STD,INDL,C,004517,2023-12-31,NEXTERA ENERGY INC,NEE,12,4911,16116.0000,28114.0000
A,USD,STD,INDL,C,004579,2023-06-30,FARMER BROS CO,FARM,6,2090,-12.7070,339.9640
A,USD,STD,INDL,C,004598,2023-05-31,FEDEX CORP,FDX,5,4513,9549.0000,90155.0000
A,CAD,STD,INDL,C,004599,2023-12-31,RUSSEL METALS INC,RUSMF,12,5051,395.3000,4505.1000
A,USD,STD,FS,C,004601,2023-12-31,FEDERAL NATIONAL MORTGA ASSN,FNMA,12,6111,,141240.0000
A,USD,STD,INDL,C,004601,2023-12-31,FEDERAL NATIONAL MORTGA ASSN,FNMA,12,6111,132088.0000,139936.0000
A,USD,STD,FS,C,004605,2023-12-31,FEDERAL REALTY INVESTMENT TR,FRT,12,6798,,1173.1910
A,USD,STD,INDL,C,004605,2023-12-31,FEDERAL REALTY INVESTMENT TR,FRT,12,6798,,1140.7100
A,USD,STD,INDL,C,004607,2023-06-30,FEDERAL SCREW WORKS,FSCR,6,3452,7.9580,102.4190
A,USD,STD,INDL,C,004608,2023-12-31,FEDERAL SIGNAL CORP,FSS,12,3711,286.0000,1722.7000
A,USD,STD,INDL,C,004611,2023-01-31,MACY'S INC,M,1,5311,2503.0000,25305.0000
A,USD,STD,INDL,C,004632,2023-12-31,LISATA THERAPEUTICS INC,LSTA,12,2836,-25.5190,0.0000
A,USD,STD,FS,C,004640,2023-12-31,FIFTH THIRD BANCORP,FITB,12,6020,,12641.0000
A,USD,STD,INDL,C,004640,2023-12-31,FIFTH THIRD BANCORP,FITB,12,6020,5020.0000,12641.0000
A,CAD,STD,INDL,C,004669,2023-12-31,FINNING INTERNATIONAL INC,FINGF,12,5082,1310.0000,10527.0000
A,USD,STD,FS,C,004674,2023-12-31,REGIONS FINANCIAL CORP,RF,12,6020,,9153.0000
A,USD,STD,INDL,C,004674,2023-12-31,REGIONS FINANCIAL CORP,RF,12,6020,3906.0000,9153.0000
A,USD,STD,FS,C,004685,2023-12-31,TRUSTMARK CORP,TRMK,12,6020,,1085.7900
A,USD,STD,INDL,C,004685,2023-12-31,TRUSTMARK CORP,TRMK,12,6020,374.9660,1085.7900
A,USD,STD,FS,C,004690,2023-12-31,FIRST CITIZENS BANCSH  -CL A,FCNCA,12,6020,,12658.0000
A,USD,STD,INDL,C,004690,2023-12-31,FIRST CITIZENS BANCSH  -CL A,FCNCA,12,6020,4302.0000,12658.0000
A,USD,STD,INDL,C,004695,2023-03-31,FCCC INC,FCIC,3,9995,-0.1240,0.0000
A,USD,STD,FS,C,004699,2023-12-31,M&T BANK CORP,MTB,12,6020,,12527.3620
A,USD,STD,INDL,C,004699,2023-12-31,M&T BANK CORP,MTB,12,6020,5256.3620,12527.3620
A,USD,STD,FS,C,004723,2023-12-31,US BANCORP,USB,12,6020,,40764.0000
A,USD,STD,INDL,C,004723,2023-12-31,US BANCORP,USB,12,6020,14196.0000,40764.0000
A,USD,STD,FS,C,004737,2023-12-31,FIRST HORIZON CORP,FHN,12,6020,,4795.0000
A,USD,STD,INDL,C,004737,2023-12-31,FIRST HORIZON CORP,FHN,12,6020,1761.0000,4795.0000
A,USD,STD,INDL,C,004759,2023-09-30,FLANIGANS ENTERPRISES INC,BDL,9,5812,10.6080,174.3960
A,CAD,STD,INDL,C,004763,2023-12-31,MAGELLAN AEROSPACE CORP,MALJF,12,3728,78.8720,879.6170
A,USD,STD,INDL,C,004771,2023-06-30,FLEXSTEEL INDUSTRIES INC,FLXS,6,2510,12.6730,393.6920
A,USD,STD,INDL,C,004798,2023-12-31,FLORIDA POWER & LIGHT CO,FPL1,12,4911,10386.0000,18365.0000
A,USD,STD,INDL,C,004799,2023-12-31,DUKE ENERGY FLORIDA INC,DUK9,12,4911,2495.0000,7036.0000
A,USD,STD,INDL,C,004809,2023-12-31,FLOWERS FOODS INC,FLO,12,2050,480.2170,5090.8300
A,USD,STD,INDL,C,004818,2023-12-31,FLUOR CORP,FLR,12,1600,329.0000,15474.0000
A,USD,STD,INDL,C,004826,2023-06-30,FONAR CORP,FONR,6,8071,19.3310,98.6450
A,USD,STD,INDL,C,004839,2023-12-31,FORD MOTOR CO,F,12,3711,19459.0000,176191.0000
A,USD,STD,INDL,C,004840,2023-12-31,FORD MOTOR CREDIT CO LLC,F1,12,6159,10158.0000,11849.0000
A,USD,STD,INDL,C,004860,2023-12-31,FOSTER (LB) CO,FSTR,12,5051,31.3360,545.7210
A,USD,STD,INDL,C,004881,2023-12-31,FRANKLIN ELECTRIC CO INC,FELE,12,3621,316.0920,2065.1330
A,USD,STD,FS,C,004885,2023-09-30,FRANKLIN RESOURCES INC,BEN,9,6282,,8184.8000
A,USD,STD,INDL,C,004885,2023-09-30,FRANKLIN RESOURCES INC,BEN,9,6282,1829.9000,7679.7000
A,USD,STD,INDL,C,004900,2023-04-30,FREQUENCY ELECTRONICS INC,FEIM,4,3825,-2.2380,40.7770
A,USD,STD,INDL,C,004903,2023-03-31,FRIEDMAN INDUSTRIES INC,FRD,3,3310,24.8120,547.5420
A,USD,STD,INDL,C,004925,2023-03-31,FUJIFILM HLDGS CORP,FUJIY,3,3861,3123.9780,21506.6500
A,USD,STD,INDL,C,004926,2023-11-30,FULLER (H. B.) CO,FUL,11,2891,558.4230,3510.9340
A,USD,STD,INDL,C,004941,2023-12-31,GATX CORP,GATX,12,4700,764.3000,1410.9000
A,USD,STD,INDL,C,004973,2023-12-31,ARTHUR J GALLAGHER & CO,AJG,12,6411,2928.3000,10071.9000
A,USD,STD,INDL,C,004988,2023-12-31,TEGNA INC,TGNA,12,4833,742.3400,2910.9300
A,USD,STD,INDL,C,004990,2023-01-31,GAP INC,GAP,1,5651,476.0000,15616.0000
A,USD,STD,INDL,C,005024,2023-12-31,GENERAL AMERICAN INVESTORS,GAM,12,6726,,
A,USD,STD,INDL,C,005046,2023-12-31,GENERAL DYNAMICS CORP,GD,12,3721,5108.0000,42272.0000
A,USD,STD,INDL,C,005047,2023-12-31,GE AEROSPACE,GE,12,3724,6358.0000,67954.0000
A,USD,STD,INDL,C,005050,2023-09-30,GEE GROUP INC,JOB,9,7361,6.1330,152.4430
A,USD,STD,INDL,C,005071,2023-05-31,GENERAL MILLS INC,GIS,5,2040,3625.6000,20094.2000
A,USD,STD,FS,C,005072,2023-12-31,ALLY FINANCIAL INC,ALLY,12,6172,,15971.0000
A,USD,STD,INDL,C,005072,2023-12-31,ALLY FINANCIAL INC,ALLY,12,6172,3588.0000,15967.0000
A,USD,STD,INDL,C,005073,2023-12-31,GENERAL MOTORS CO,GM,12,3711,27581.0000,171842.0000
A,USD,STD,INDL,C,005087,2023-12-31,SPX TECHNOLOGIES INC,SPXC,12,3585,311.6000,1741.2000
A,USD,STD,INDL,C,005109,2023-01-31,GENESCO INC,GCO,1,5661,135.3470,2384.8880
A,USD,STD,INDL,C,005116,2023-12-31,GENTEX CORP,GNTX,12,3714,584.0520,2294.2150
A,USD,STD,INDL,C,005125,2023-12-31,GENUINE PARTS CO,GPC,12,5013,2097.5820,23090.6100
A,USD,STD,INDL,C,005135,2023-12-31,GEORGIA POWER,SO2,12,4911,4500.0000,10118.0000
A,USD,STD,FS,C,005149,2023-12-31,GETTY REALTY CORP,GTY,12,6798,,191.0450
A,USD,STD,INDL,C,005149,2023-12-31,GETTY REALTY CORP,GTY,12,6798,,186.4200
A,USD,STD,INDL,C,005165,2023-12-31,GIGA-TRONICS INC,GIGAQ,12,3670,-6.8170,37.8260
I,USD,STD,INDL,C,005179,2023-12-31,GLATFELTER CORP,GLT,12,2621,86.7720,1385.5160
A,USD,STD,INDL,C,005180,2023-12-31,GSK PLC,GSK,12,2834,12220.8370,39845.7370
A,USD,STD,INDL,C,005205,2023-12-31,GOLD RESERVE LTD,GDRZF,12,1040,-6.9240,0.0000
A,USD,STD,INDL,C,005234,2023-12-31,GOODYEAR TIRE & RUBBER CO,GT,12,3011,1746.0000,20066.0000
A,USD,STD,INDL,C,005237,2023-12-31,GORMAN-RUPP CO,GRC,12,3561,115.5370,659.5110
A,USD,STD,INDL,C,005252,2023-12-31,GRACO INC,GGG,12,3561,718.6430,2195.6060
A,USD,STD,INDL,C,005254,2023-03-31,GRAHAM CORP,GHM,3,3443,7.4850,157.1180
A,USD,STD,INDL,C,005256,2023-12-31,GRAINGER (W W) INC,GWW,12,5000,2801.0000,16478.0000
A,USD,STD,INDL,C,005284,2023-12-31,GRAY MEDIA INC,GTN,12,4833,821.0000,3281.0000
A,USD,STD,INDL,C,005288,2023-12-31,GRAYBAR ELECTRIC CO INC,1737B,12,5063,698.8000,11042.4000
A,CAD,STD,INDL,C,005299,2023-12-31,JFT STRATEGIES FUND,JFTSF,12,6199,1.0530,9.4430
A,USD,STD,INDL,C,005338,2023-10-31,GREIF INC  -CL A,GEF,10,2650,827.6000,5218.6000
A,USD,STD,FS,C,005395,2023-12-31,GYRODYNE LLC,GYRO,12,6512,,
A,USD,STD,INDL,C,005395,2023-12-31,GYRODYNE LLC,GYRO,12,6512,,
A,USD,STD,INDL,C,005439,2023-12-31,HALLIBURTON CO,HAL,12,1389,5132.0000,23018.0000
A,USD,STD,INDL,C,005457,2023-12-31,HANCOCK (JOHN) INCOME SEC,JHS,12,6726,,
A,USD,STD,INDL,C,005492,2023-12-31,L3HARRIS TECHNOLOGIES INC,LHX,12,3812,3338.0000,19419.0000
A,USD,STD,INDL,C,005496,2023-12-31,ENVIRI CORP,NVRI,12,3390,289.4630,2069.2250
A,USD,STD,INDL,C,005518,2023-12-31,HASBRO INC,HAS,12,3944,624.7000,5003.3000
A,USD,STD,INDL,C,005520,2023-12-31,ALLIENT INC,ALNT,12,3621,73.5570,578.6340
A,USD,STD,INDL,C,005523,2023-12-31,HAVERTY FURNITURE,HVT,12,5712,85.8830,862.1330
A,USD,STD,INDL,C,005525,2023-12-31,HAWAIIAN ELECTRIC CO,HE1,12,4911,546.1430,3269.5210
A,USD,STD,INDL,C,005526,2023-12-31,HAWAIIAN ELECTRIC INDS,HE,12,4911,679.9120,3682.1660
A,USD,STD,INDL,C,005530,2023-03-31,HAWKINS INC,HWKN,3,5160,112.5900,935.0980
A,USD,STD,INDL,C,005539,2023-12-31,HEALTHCARE SERVICES GROUP,HCSG,12,8090,77.6990,1685.1770
A,USD,STD,FS,C,005543,2023-12-31,WELLTOWER INC,WELL,12,6798,,6690.8140
A,USD,STD,INDL,C,005543,2023-12-31,WELLTOWER INC,WELL,12,6798,,6584.5530
A,USD,STD,INDL,C,005559,2023-12-31,STERLING INFRASTRUCTURE INC,STRL,12,1700,281.1120,1972.2290
A,USD,STD,INDL,C,005560,2023-12-31,HECLA MINING CO,HL,12,1040,112.3200,720.2270
A,USD,STD,INDL,C,005567,2023-10-31,HEICO CORP,HEI,10,3724,765.6740,2968.1050
A,USD,STD,INDL,C,005568,2023-12-31,KRAFT HEINZ CO,KHC,12,2030,6257.0000,26640.0000
A,USD,STD,INDL,C,005572,2023-02-28,HELEN OF TROY LTD,HELE,2,3634,299.1810,2072.6670
A,USD,STD,INDL,C,005581,2023-09-30,HELMERICH & PAYNE,HP,9,1381,904.0460,2872.4210
A,CAD,STD,INDL,C,005583,2023-12-31,HEMISPHERE ENERGY CORP,HMENF,12,1311,42.9700,68.6010
A,USD,STD,INDL,C,005597,2023-12-31,HERSHEY CO,HSY,12,2060,2994.5350,11164.9920
A,USD,STD,INDL,C,005600,2023-12-31,HERTZ GLOBAL HOLDINGS INC,HTZ,12,7510,2925.0000,9371.0000
A,USD,STD,INDL,C,005606,2023-10-31,HP INC,HPQ,10,3570,5064.0000,53718.0000
A,USD,STD,INDL,C,005608,2023-12-31,HEXCEL CORP,HXL,12,2821,341.5000,1789.0000
A,USD,STD,INDL,C,005621,2023-12-31,CRAWFORD UNITED CORP,CRAWA,12,3490,21.8130,143.8860
A,USD,STD,INDL,C,005643,2023-12-31,HILTON WORLDWIDE HOLDINGS,HLT,12,7011,2410.0000,10235.0000
A,USD,STD,INDL,C,005650,2023-03-31,HITACHI LTD,HTHIY,3,9997,9574.7680,81851.6010
A,USD,STD,INDL,C,005667,2023-12-31,HF SINCLAIR CORP,DINO,12,2911,3009.6940,31964.3950
A,USD,STD,INDL,C,005680,2023-01-31,HOME DEPOT INC,HD,1,5211,26795.0000,157403.0000
A,USD,STD,INDL,C,005690,2023-12-31,HNI CORP,HNI,12,2522,273.1000,2434.0000
A,USD,STD,INDL,C,005691,2023-03-31,HONDA MOTOR CO LTD,HMC,3,3711,17885.4300,127185.4870
A,USD,STD,INDL,C,005709,2023-10-31,HORMEL FOODS CORP,HRL,10,2011,1371.6920,12110.0100
A,USD,STD,INDL,C,005742,2023-12-31,CENTERPOINT ENERGY INC,CNP,12,4931,3161.0000,8696.0000
A,USD,STD,INDL,C,005750,2023-10-31,HOVNANIAN ENTRPRS INC  -CL A,HOV,10,1531,363.0270,2756.0160
A,USD,STD,INDL,C,005764,2023-12-31,HUBBELL INC,HUBB,12,3640,1213.4000,5372.9000
A,USD,STD,INDL,C,005783,2023-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,12,4213,1758.9560,12829.6650
A,USD,STD,FS,C,005786,2023-12-31,HUNTINGTON BANCSHARES,HBAN,12,6020,,10780.0000
A,USD,STD,INDL,C,005786,2023-12-31,HUNTINGTON BANCSHARES,HBAN,12,6020,3917.0000,10780.0000
A,USD,STD,INDL,C,005788,2023-10-31,HURCO COS INC,HURC,10,3541,10.7090,227.8070
A,USD,STD,INDL,C,005808,2023-12-31,HYDRO QUEBEC,4300A,12,4911,6660.5300,12180.6840
A,USD,STD,INDL,C,005860,2023-12-31,ITT INC,ITT,12,3561,630.4000,3283.0000
A,USD,STD,FS,C,005862,2023-12-31,RAYONIER INC,RYN,12,6798,,1059.0960
A,USD,STD,INDL,C,005862,2023-12-31,RAYONIER INC,RYN,12,6798,380.1230,1056.9330
A,USD,STD,INDL,C,005870,2023-12-31,IDACORP INC,IDA,12,4911,508.8180,1766.3560
A,USD,STD,INDL,C,005878,2023-12-31,ILLINOIS TOOL WORKS,ITW,12,3560,4435.0000,16107.0000
A,CAD,STD,INDL,C,005903,2023-12-31,IMPERIAL OIL LTD,IMO,12,2911,8160.0000,48300.0000
A,USD,STD,INDL,C,005914,2023-12-31,INDIANA MICHIGAN POWER CO,AEP2,12,4911,957.7000,2535.9000
A,USD,STD,INDL,C,005932,2023-03-31,IEH CORP,IEHC,3,3678,-4.7780,19.1370
A,USD,STD,INDL,C,005959,2023-12-31,TRANE TECHNOLOGIES PLC,TT,12,3585,3219.8000,17677.6000
A,USD,STD,INDL,C,005968,2023-12-31,RYERSON HOLDING CORP,RYI,12,5051,319.3000,5108.7000
A,USD,STD,INDL,C,005987,2023-09-30,GRIFFON CORP,GFF,9,3420,502.4040,2685.1830
A,USD,STD,INDL,C,006008,2023-12-31,INTEL CORP,INTC,12,3674,9633.0000,54228.0000
A,USD,STD,INDL,C,006013,2023-12-31,CORECARD CORP,CCRD,12,7372,11.7000,56.0040
I,USD,STD,INDL,C,006021,2023-12-31,INRAD OPTICS INC,INRD,12,3679,2.1240,12.9100
A,USD,STD,INDL,C,006034,2023-12-31,INTERFACE INC,TILE,12,2273,152.2970,1261.4980
A,USD,STD,INDL,C,006066,2023-12-31,INTL BUSINESS MACHINES CORP,IBM,12,7370,12395.0000,61860.0000
A,USD,STD,INDL,C,006078,2023-12-31,INTL FLAVORS & FRAGRANCES,IFF,12,2860,2047.0000,11479.0000
A,USD,STD,INDL,C,006100,2023-12-31,INTERDIGITAL INC,IDCC,12,6794,309.4440,549.5880
A,USD,STD,INDL,C,006104,2023-12-31,INTL PAPER CO,IP,12,2631,2234.0000,18916.0000
A,CAD,STD,INDL,C,006135,2023-12-31,ENBRIDGE INC,ENB,12,4924,13464.0000,43649.0000
A,USD,STD,INDL,C,006136,2023-12-31,INTERPUBLIC GROUP OF COS,IPG,12,7311,1747.0000,10889.3000
A,USD,STD,INDL,C,006178,2023-12-31,IPALCO ENTERPRISES INC,AES4,12,4911,493.6260,1649.9170
A,USD,STD,INDL,C,006216,2023-09-30,JACOBS SOLUTIONS INC,J,9,8700,1510.8890,16352.4140
A,USD,STD,INDL,C,006223,2023-12-31,EMCOR GROUP INC,EME,12,1731,997.0710,12582.8730
A,CAD,STD,INDL,C,006233,2023-12-31,SCULLY ROYALTY LTD,SRL,12,1000,19.6120,54.9440
A,USD,STD,INDL,C,006253,2023-12-31,JERSEY CENTRAL POWER & LIGHT,GPU3,12,4911,488.0000,2027.0000
A,USD,STD,INDL,C,006266,2023-12-31,JOHNSON & JOHNSON,JNJ,12,2834,30414.0000,85159.0000
A,USD,STD,INDL,C,006268,2023-09-30,JOHNSON CONTROLS INTL PLC,JCI,9,3585,3770.0000,26793.0000
A,USD,STD,INDL,C,006304,2023-06-30,KLA CORP,KLAC,6,3827,4453.5390,10496.0560
A,USD,STD,INDL,C,006310,2023-12-31,KINDER MORGAN INC,KMI,12,4923,6500.0000,15334.0000
A,USD,STD,INDL,C,006311,2023-12-31,PRIMEENERGY RESOURCES CORP,PNRG,12,1311,57.1460,123.5390
I,USD,STD,INDL,C,006326,2023-12-31,KAMAN CORP,KAMN,12,3720,107.9580,775.8540
A,USD,STD,FS,C,006333,2023-12-31,KANSAS CITY LIFE INS CO,KCLI,12,6311,,575.3470
A,USD,STD,INDL,C,006333,2023-12-31,KANSAS CITY LIFE INS CO,KCLI,12,6311,72.6240,558.9200
A,USD,STD,INDL,C,006338,2023-12-31,EVERGY INC,EVRG,12,4931,2458.0000,5607.3000
A,USD,STD,INDL,C,006375,2023-12-31,KELLANOVA,K,12,2040,1967.0000,13122.0000
A,USD,STD,INDL,C,006379,2023-12-31,KELLY SERVICES INC  -CL A,KELYA,12,7363,102.4000,4835.7000
A,USD,STD,INDL,C,006385,2023-12-31,KENILWORTH SYSTEMS CORP,KENS,12,8090,-0.1650,0.0120
A,USD,STD,INDL,C,006386,2023-06-30,KENNAMETAL INC,KMT,6,3540,330.5480,2078.1840
A,USD,STD,INDL,C,006397,2023-12-31,KENTUCKY POWER,AEP4,12,4911,187.9930,614.8490
A,USD,STD,INDL,C,006410,2023-04-30,KEWAUNEE SCIENTIFIC CORP,KEQU,4,3821,8.4910,219.4940
A,USD,STD,INDL,C,006416,2023-06-30,KEY TRONIC CORP,KTCC,6,3670,16.7220,588.1350
A,USD,STD,INDL,C,006435,2023-12-31,KIMBERLY-CLARK CORP,KMB,12,2621,3854.0000,20431.0000
A,USD,STD,INDL,C,006461,2023-12-31,KIRBY CORP,KEX,12,4400,544.2390,3091.6400
A,USD,STD,INDL,C,006494,2023-03-31,KOMATSU LTD,KMTUY,3,3531,4843.2740,26655.1880
A,USD,STD,INDL,C,006497,2023-06-30,KOSS CORP,KOSS,6,3651,-24.6710,13.1000
A,USD,STD,INDL,C,006502,2023-01-31,KROGER CO,KR,1,5411,7404.0000,148258.0000
A,USD,STD,INDL,C,006506,2023-12-31,KUBOTA CORP,KUBTY,12,3523,3163.4880,21430.0110
A,USD,STD,INDL,C,006509,2023-09-30,KULICKE & SOFFA INDUSTRIES,KLIC,9,3559,91.2190,742.4910
A,USD,STD,INDL,C,006512,2023-03-31,KYOCERA CORP,KYOCY,3,3674,2174.8550,15235.2160
A,USD,STD,INDL,C,006527,2023-06-30,LSI INDUSTRIES INC,LYTS,6,3640,46.7550,496.9790
A,USD,STD,INDL,C,006528,2023-12-31,LSB INDUSTRIES INC,LXU,12,2810,118.0940,593.7090
A,USD,STD,INDL,C,006543,2023-04-30,LA-Z-BOY INC,LZB,4,2510,262.0710,2349.4330
A,USD,STD,INDL,C,006547,2023-09-30,SPIRE INC,SR,9,4924,673.4000,2666.3000
A,USD,STD,INDL,C,006565,2023-06-30,LAM RESEARCH CORP,LRCX,6,3559,5660.0750,17428.5160
A,USD,STD,INDL,C,006573,2023-06-30,LANCASTER COLONY CORP,LANC,6,2030,215.3960,1822.5270
A,USD,STD,INDL,C,006617,2023-12-31,DISTRIBUTION SOLUTIO GRO INC,DSGR,12,5080,124.9760,1570.4020
A,USD,STD,INDL,C,006639,2023-09-30,LEE ENTERPRISES INC,LEE,9,2711,75.8180,691.1380
